date,hour,employee_id,employee_name,hours_worked,customer_traffic,transactions,sales_revenue,sales_target,product_category,units_sold,accessory_sales,customer_rating,wait_time_minutes
2026-01-12,10,E001,Ava,1,5,2,333.79,300.0,Internet,6,0,3.8,3.4
2026-01-12,10,E005,Zara,1,6,2,282.49,300.0,Accessories,3,0,4.2,4.0
2026-01-12,10,E004,Liam,1,2,0,0.0,300.0,Internet,3,0,4.2,3.9
2026-01-12,11,E004,Liam,1,5,1,313.28,300.0,Mobile,5,0,4.5,2.9
2026-01-12,11,E001,Ava,1,4,1,178.28,300.0,Internet,4,0,4.2,2.9
2026-01-12,11,E002,Noah,1,5,2,341.51,300.0,Internet,4,0,4.1,6.0
2026-01-12,12,E005,Zara,1,13,6,930.54,607.5,Services,10,2,4.1,5.8
2026-01-12,12,E001,Ava,1,10,4,950.7,607.5,Mobile,5,2,4.5,4.9
2026-01-12,13,E001,Ava,1,15,7,1393.71,607.5,Mobile,7,4,4.9,5.4
2026-01-12,13,E002,Noah,1,15,5,723.68,607.5,Mobile,5,2,4.2,5.1
2026-01-12,14,E002,Noah,1,7,3,478.54,450.0,Mobile,3,1,4.3,1.9
2026-01-12,14,E006,Arjun,1,10,4,837.4,450.0,Accessories,7,2,4.3,6.4
2026-01-12,15,E002,Noah,1,14,4,984.03,450.0,Internet,7,0,4.0,5.1
2026-01-12,15,E005,Zara,1,13,4,722.31,450.0,Services,8,2,4.1,5.6
2026-01-12,16,E004,Liam,1,5,2,297.29,303.75,Services,3,1,4.5,2.7
2026-01-12,16,E001,Ava,1,4,1,159.16,303.75,Accessories,5,0,4.5,3.5
2026-01-12,16,E005,Zara,1,6,2,387.56,303.75,Internet,4,0,4.5,5.1
2026-01-12,16,E002,Noah,1,6,2,411.78,303.75,Mobile,3,0,3.6,5.4
2026-01-12,17,E004,Liam,1,2,0,0.0,303.75,Internet,2,0,4.2,6.1
2026-01-12,17,E003,Mia,1,5,1,323.3,303.75,Mobile,4,0,4.3,4.1
2026-01-12,17,E002,Noah,1,6,2,496.84,303.75,Internet,6,0,4.6,3.4
2026-01-12,17,E001,Ava,1,5,2,491.63,303.75,Mobile,2,0,3.9,2.0
2026-01-13,9,E003,Mia,1,4,1,247.54,225.0,Services,2,0,4.2,4.3
2026-01-13,9,E001,Ava,1,1,0,0.0,225.0,Internet,4,0,3.9,5.6
2026-01-13,9,E006,Arjun,1,1,0,0.0,225.0,Services,2,0,4.1,5.0
2026-01-13,9,E004,Liam,1,1,0,0.0,225.0,Internet,4,0,4.1,1.5
2026-01-13,10,E002,Noah,1,4,1,365.87,300.0,Accessories,2,0,4.0,6.2
2026-01-13,10,E003,Mia,1,4,1,210.06,300.0,Services,3,0,4.2,4.5
2026-01-13,10,E001,Ava,1,4,1,65.83,300.0,Mobile,4,0,4.5,3.0
2026-01-13,11,E006,Arjun,1,2,1,257.51,225.0,Accessories,3,0,4.4,4.0
2026-01-13,11,E002,Noah,1,5,2,404.36,225.0,Mobile,2,0,4.9,2.5
2026-01-13,11,E005,Zara,1,4,1,243.5,225.0,Internet,5,0,4.3,4.4
2026-01-13,11,E004,Liam,1,6,2,183.61,225.0,Mobile,6,0,4.3,3.1
2026-01-13,12,E005,Zara,1,9,4,674.91,405.0,Accessories,8,1,4.3,5.2
2026-01-13,12,E006,Arjun,1,9,4,804.2,405.0,Accessories,4,1,4.4,3.7
2026-01-13,12,E004,Liam,1,10,4,1022.21,405.0,Accessories,6,1,4.3,7.1
2026-01-13,13,E003,Mia,1,14,6,1190.76,607.5,Internet,8,4,3.8,5.1
2026-01-13,13,E005,Zara,1,13,3,525.47,607.5,Services,7,1,4.2,3.1
2026-01-13,14,E001,Ava,1,4,0,0.0,300.0,Services,4,0,4.2,3.6
2026-01-13,14,E004,Liam,1,7,4,1233.87,300.0,Internet,5,0,4.6,3.6
2026-01-13,14,E006,Arjun,1,6,3,626.02,300.0,Mobile,7,1,3.8,6.3
2026-01-13,15,E003,Mia,1,6,2,270.38,225.0,Mobile,6,1,4.3,4.6
2026-01-13,15,E006,Arjun,1,7,2,492.73,225.0,Services,6,1,4.3,4.7
2026-01-13,15,E004,Liam,1,4,1,182.78,225.0,Services,2,0,4.4,5.1
2026-01-13,15,E001,Ava,1,8,3,570.45,225.0,Accessories,6,2,4.2,4.9
2026-01-13,16,E003,Mia,1,8,3,545.08,405.0,Internet,5,1,3.8,6.4
2026-01-13,16,E004,Liam,1,8,1,253.57,405.0,Mobile,4,0,3.7,4.7
2026-01-13,16,E001,Ava,1,6,2,371.0,405.0,Internet,3,1,3.8,5.9
2026-01-13,17,E002,Noah,1,11,5,1423.77,607.5,Mobile,7,2,4.0,4.4
2026-01-13,17,E001,Ava,1,11,4,691.33,607.5,Accessories,7,2,4.5,6.4
2026-01-14,9,E006,Arjun,1,6,2,426.02,300.0,Internet,6,1,4.4,4.1
2026-01-14,9,E001,Ava,1,3,1,200.67,300.0,Mobile,1,0,4.3,4.0
2026-01-14,9,E003,Mia,1,5,2,568.57,300.0,Services,4,1,4.1,3.6
2026-01-14,10,E004,Liam,1,8,2,235.95,450.0,Accessories,5,1,3.9,9.6
2026-01-14,10,E003,Mia,1,8,2,385.94,450.0,Accessories,5,0,4.4,6.8
2026-01-14,11,E006,Arjun,1,7,3,871.19,300.0,Mobile,7,1,4.2,2.9
2026-01-14,11,E003,Mia,1,6,1,52.43,300.0,Internet,3,0,4.6,2.5
2026-01-14,11,E002,Noah,1,4,2,358.89,300.0,Internet,5,1,4.2,2.6
2026-01-14,12,E005,Zara,1,2,0,0.0,303.75,Internet,1,0,4.6,2.5
2026-01-14,12,E002,Noah,1,3,0,0.0,303.75,Accessories,2,0,4.0,4.9
2026-01-14,12,E003,Mia,1,4,1,283.63,303.75,Mobile,5,0,4.7,4.6
2026-01-14,12,E001,Ava,1,6,2,340.22,303.75,Internet,4,0,4.1,4.5
2026-01-14,13,E002,Noah,1,9,3,442.34,405.0,Internet,4,1,4.2,5.4
2026-01-14,13,E003,Mia,1,5,1,215.8,405.0,Services,1,0,4.1,2.7
2026-01-14,13,E006,Arjun,1,6,3,594.94,405.0,Accessories,3,1,3.6,3.8
2026-01-14,14,E006,Arjun,1,7,2,360.54,450.0,Accessories,4,0,4.3,5.9
2026-01-14,14,E001,Ava,1,10,5,982.0,450.0,Internet,9,2,3.8,5.7
2026-01-14,15,E004,Liam,1,9,5,1070.53,300.0,Internet,6,3,4.5,4.4
2026-01-14,15,E003,Mia,1,10,5,1352.88,300.0,Mobile,5,2,3.9,3.4
2026-01-14,15,E002,Noah,1,7,2,582.77,300.0,Accessories,2,1,3.9,6.1
2026-01-14,16,E006,Arjun,1,7,2,368.88,405.0,Mobile,6,0,4.0,6.4
2026-01-14,16,E002,Noah,1,8,2,408.91,405.0,Internet,4,0,4.2,5.4
2026-01-14,16,E005,Zara,1,9,2,522.07,405.0,Internet,5,0,4.5,4.5
2026-01-14,17,E004,Liam,1,6,2,530.5,303.75,Mobile,5,0,4.4,5.3
2026-01-14,17,E003,Mia,1,7,3,496.37,303.75,Mobile,6,2,4.5,3.9
2026-01-14,17,E002,Noah,1,7,1,241.15,303.75,Mobile,3,0,4.6,3.3
2026-01-14,17,E001,Ava,1,8,3,635.47,303.75,Accessories,4,1,3.7,6.6
2026-01-15,9,E002,Noah,1,5,1,245.62,300.0,Internet,4,0,4.3,3.0
2026-01-15,9,E001,Ava,1,8,4,1330.45,300.0,Services,5,1,4.4,5.3
2026-01-15,9,E004,Liam,1,5,2,517.64,300.0,Internet,4,1,3.7,5.9
2026-01-15,10,E004,Liam,1,4,1,257.65,300.0,Accessories,5,0,4.2,2.5
2026-01-15,10,E001,Ava,1,2,0,0.0,300.0,Internet,1,0,4.1,3.0
2026-01-15,10,E005,Zara,1,2,0,0.0,300.0,Services,4,0,4.2,3.4
2026-01-15,11,E004,Liam,1,8,3,1066.54,450.0,Internet,3,1,4.2,4.1
2026-01-15,11,E003,Mia,1,12,5,944.16,450.0,Mobile,8,2,4.4,5.0
2026-01-15,12,E004,Liam,1,15,6,1528.38,607.5,Services,10,3,4.5,3.8
2026-01-15,12,E006,Arjun,1,12,6,1163.76,607.5,Services,6,4,3.9,6.3
2026-01-15,13,E001,Ava,1,6,3,632.13,405.0,Internet,5,1,4.3,4.1
2026-01-15,13,E006,Arjun,1,4,1,207.35,405.0,Services,3,0,4.5,3.3
2026-01-15,13,E002,Noah,1,10,4,1240.9,405.0,Mobile,5,2,4.3,5.5
2026-01-15,14,E005,Zara,1,2,1,212.45,225.0,Internet,5,0,3.9,4.6
2026-01-15,14,E006,Arjun,1,4,1,220.25,225.0,Services,5,0,4.0,3.4
2026-01-15,14,E002,Noah,1,7,4,777.12,225.0,Services,5,1,3.9,7.0
2026-01-15,14,E004,Liam,1,4,1,118.27,225.0,Internet,5,0,4.2,2.4
2026-01-15,15,E002,Noah,1,4,1,235.82,450.0,Mobile,2,0,4.2,3.7
2026-01-15,15,E005,Zara,1,3,1,139.46,450.0,Accessories,5,0,4.0,3.4
2026-01-15,16,E005,Zara,1,12,5,1074.37,607.5,Accessories,5,1,4.0,5.7
2026-01-15,16,E001,Ava,1,13,4,1196.46,607.5,Mobile,5,2,4.5,6.5
2026-01-15,17,E006,Arjun,1,5,1,112.04,303.75,Services,3,0,4.5,4.1
2026-01-15,17,E005,Zara,1,6,3,509.03,303.75,Internet,5,2,4.2,6.1
2026-01-15,17,E002,Noah,1,4,1,280.93,303.75,Internet,3,0,4.0,2.6
2026-01-15,17,E003,Mia,1,5,2,486.12,303.75,Services,2,0,4.4,4.9
2026-01-16,9,E002,Noah,1,7,3,636.56,300.0,Accessories,4,0,4.0,5.9
2026-01-16,9,E006,Arjun,1,5,2,299.03,300.0,Internet,4,1,4.4,6.0
2026-01-16,9,E003,Mia,1,6,1,244.4,300.0,Accessories,1,0,3.9,5.7
2026-01-16,10,E005,Zara,1,4,1,157.84,225.0,Accessories,5,0,4.3,3.8
2026-01-16,10,E004,Liam,1,2,1,242.05,225.0,Services,3,0,3.8,4.4
2026-01-16,10,E001,Ava,1,3,1,213.82,225.0,Mobile,2,0,4.3,4.3
2026-01-16,10,E006,Arjun,1,3,1,183.84,225.0,Services,4,0,4.4,3.2
2026-01-16,11,E001,Ava,1,6,2,481.71,225.0,Accessories,4,1,4.0,4.6
2026-01-16,11,E002,Noah,1,5,1,243.03,225.0,Mobile,4,0,4.1,6.0
2026-01-16,11,E006,Arjun,1,4,1,212.73,225.0,Accessories,1,0,4.1,2.7
2026-01-16,11,E005,Zara,1,6,2,364.48,225.0,Internet,5,0,4.2,4.4
2026-01-16,12,E005,Zara,1,7,2,639.3,405.0,Internet,4,1,4.1,6.9
2026-01-16,12,E003,Mia,1,7,2,307.88,405.0,Accessories,2,0,4.3,3.6
2026-01-16,12,E002,Noah,1,4,1,326.07,405.0,Accessories,5,0,4.5,5.1
2026-01-16,13,E001,Ava,1,7,2,392.01,303.75,Accessories,2,0,4.5,4.8
2026-01-16,13,E005,Zara,1,4,2,428.75,303.75,Accessories,2,1,4.0,5.2
2026-01-16,13,E004,Liam,1,7,2,360.69,303.75,Mobile,6,0,4.5,3.7
2026-01-16,13,E003,Mia,1,5,2,382.96,303.75,Services,4,1,4.6,2.6
2026-01-16,14,E004,Liam,1,6,2,392.24,300.0,Accessories,4,1,4.4,4.1
2026-01-16,14,E003,Mia,1,8,3,399.63,300.0,Services,3,2,3.8,5.5
2026-01-16,14,E005,Zara,1,7,2,503.22,300.0,Internet,6,0,4.2,4.7
2026-01-16,15,E006,Arjun,1,2,0,0.0,225.0,Internet,1,0,4.4,3.8
2026-01-16,15,E003,Mia,1,1,0,0.0,225.0,Internet,1,0,4.0,5.4
2026-01-16,15,E002,Noah,1,3,0,0.0,225.0,Internet,3,0,4.2,4.4
2026-01-16,15,E004,Liam,1,4,1,199.08,225.0,Accessories,4,0,4.3,3.3
2026-01-16,16,E003,Mia,1,10,3,500.62,303.75,Services,3,1,4.7,2.7
2026-01-16,16,E006,Arjun,1,6,3,441.36,303.75,Internet,7,0,4.4,4.7
2026-01-16,16,E002,Noah,1,6,3,740.35,303.75,Mobile,4,0,4.4,5.5
2026-01-16,16,E004,Liam,1,7,2,393.94,303.75,Services,5,0,3.9,5.1
2026-01-16,17,E002,Noah,1,11,5,1268.47,607.5,Services,9,1,4.4,6.2
2026-01-16,17,E001,Ava,1,13,4,674.4,607.5,Mobile,4,2,3.7,4.8
2026-01-17,9,E004,Liam,1,9,4,579.05,375.0,Accessories,8,2,4.5,5.3
2026-01-17,9,E002,Noah,1,8,4,1101.83,375.0,Internet,4,1,4.2,3.8
2026-01-17,9,E005,Zara,1,8,1,192.86,375.0,Mobile,4,0,4.1,3.9
2026-01-17,10,E001,Ava,1,11,3,330.47,562.5,Services,7,2,3.8,7.3
2026-01-17,10,E004,Liam,1,11,4,1100.27,562.5,Accessories,5,3,3.7,6.0
2026-01-17,11,E006,Arjun,1,6,2,443.88,281.25,Mobile,4,1,3.9,6.5
2026-01-17,11,E005,Zara,1,5,1,116.1,281.25,Internet,5,0,4.3,3.0
2026-01-17,11,E001,Ava,1,5,1,189.32,281.25,Accessories,5,0,4.3,4.7
2026-01-17,11,E002,Noah,1,4,0,0.0,281.25,Services,3,0,4.6,2.4
2026-01-17,12,E003,Mia,1,12,5,776.08,506.25,Services,6,3,3.9,4.1
2026-01-17,12,E006,Arjun,1,11,2,525.91,506.25,Mobile,4,1,3.8,6.0
2026-01-17,12,E005,Zara,1,9,4,1321.51,506.25,Services,4,2,3.9,5.7
2026-01-17,13,E001,Ava,1,11,4,338.21,506.25,Mobile,7,2,4.2,3.3
2026-01-17,13,E005,Zara,1,13,4,689.56,506.25,Internet,5,2,4.5,4.2
2026-01-17,13,E006,Arjun,1,10,5,1127.98,506.25,Accessories,9,3,4.0,3.9
2026-01-17,14,E001,Ava,1,11,4,638.21,562.5,Mobile,7,1,4.2,5.3
2026-01-17,14,E003,Mia,1,12,4,797.95,562.5,Internet,8,1,4.4,3.7
2026-01-17,15,E004,Liam,1,6,3,680.18,375.0,Accessories,5,1,4.4,4.7
2026-01-17,15,E005,Zara,1,8,4,557.06,375.0,Services,8,1,4.4,3.3
2026-01-17,15,E001,Ava,1,7,1,269.15,375.0,Accessories,4,0,4.4,4.1
2026-01-17,16,E004,Liam,1,12,4,619.75,759.38,Accessories,8,2,3.9,8.3
2026-01-17,16,E002,Noah,1,11,5,1277.06,759.38,Accessories,7,1,3.9,6.8
2026-01-17,17,E006,Arjun,1,17,6,1261.38,759.38,Internet,7,4,4.2,6.3
2026-01-17,17,E002,Noah,1,16,5,1075.13,759.38,Mobile,5,3,4.0,5.5
2026-01-18,9,E003,Mia,1,1,0,0.0,375.0,Services,3,0,4.3,2.7
2026-01-18,9,E005,Zara,1,3,1,281.01,375.0,Mobile,1,0,4.7,1.6
2026-01-18,9,E006,Arjun,1,4,1,196.72,375.0,Mobile,1,0,3.9,3.4
2026-01-18,10,E002,Noah,1,4,2,453.05,281.25,Services,4,0,4.0,5.1
2026-01-18,10,E004,Liam,1,5,1,236.36,281.25,Internet,3,0,4.5,3.1
2026-01-18,10,E001,Ava,1,8,3,733.45,281.25,Internet,4,1,4.4,2.4
2026-01-18,10,E006,Arjun,1,5,2,422.6,281.25,Accessories,5,0,4.1,6.5
2026-01-18,11,E005,Zara,1,4,1,191.98,281.25,Accessories,3,0,4.1,3.3
2026-01-18,11,E001,Ava,1,5,2,232.46,281.25,Internet,4,0,4.6,3.4
2026-01-18,11,E004,Liam,1,7,2,346.0,281.25,Services,6,0,4.0,4.4
2026-01-18,11,E006,Arjun,1,6,1,276.83,281.25,Accessories,4,0,4.3,4.9
2026-01-18,12,E006,Arjun,1,11,4,923.16,506.25,Services,6,2,4.0,5.9
2026-01-18,12,E005,Zara,1,8,3,807.43,506.25,Internet,5,1,4.2,3.8
2026-01-18,12,E004,Liam,1,10,4,794.89,506.25,Services,4,1,4.2,3.4
2026-01-18,13,E001,Ava,1,7,2,415.01,379.69,Internet,5,0,4.2,5.2
2026-01-18,13,E006,Arjun,1,8,4,1148.55,379.69,Services,4,0,4.7,2.9
2026-01-18,13,E004,Liam,1,4,1,273.63,379.69,Services,2,0,4.2,3.9
2026-01-18,13,E003,Mia,1,6,1,152.66,379.69,Accessories,5,0,4.0,3.6
2026-01-18,14,E004,Liam,1,9,3,725.59,562.5,Internet,5,0,4.2,2.9
2026-01-18,14,E003,Mia,1,8,4,1336.36,562.5,Internet,7,1,4.2,5.0
2026-01-18,15,E005,Zara,1,8,4,686.02,562.5,Internet,7,2,4.2,4.9
2026-01-18,15,E003,Mia,1,8,2,399.44,562.5,Accessories,6,1,4.0,4.1
2026-01-18,16,E002,Noah,1,13,6,1492.51,759.38,Mobile,9,2,4.1,4.7
2026-01-18,16,E003,Mia,1,13,7,2491.31,759.38,Internet,9,2,4.0,5.7
2026-01-18,17,E002,Noah,1,10,4,691.19,759.38,Internet,6,1,4.1,7.4
2026-01-18,17,E001,Ava,1,10,5,1213.97,759.38,Accessories,5,2,4.5,6.5
2026-01-19,9,E006,Arjun,1,7,1,308.92,450.0,Mobile,2,0,4.1,6.4
2026-01-19,9,E002,Noah,1,6,2,256.04,450.0,Mobile,4,1,4.4,5.4
2026-01-19,10,E004,Liam,1,7,3,408.02,300.0,Accessories,4,1,4.3,1.7
2026-01-19,10,E003,Mia,1,8,2,363.97,300.0,Services,3,0,4.2,6.6
2026-01-19,10,E002,Noah,1,7,2,430.84,300.0,Mobile,5,0,3.8,3.6
2026-01-19,11,E003,Mia,1,4,1,238.16,450.0,Services,5,0,4.2,4.7
2026-01-19,11,E002,Noah,1,2,0,0.0,450.0,Services,3,0,4.5,5.8
2026-01-19,12,E006,Arjun,1,3,1,256.86,303.75,Internet,4,0,3.7,5.4
2026-01-19,12,E004,Liam,1,6,2,395.66,303.75,Internet,4,0,4.2,5.0
2026-01-19,12,E002,Noah,1,3,1,158.68,303.75,Services,3,0,4.6,4.2
2026-01-19,12,E003,Mia,1,6,3,639.42,303.75,Mobile,5,1,4.2,3.4
2026-01-19,13,E002,Noah,1,11,4,740.1,607.5,Accessories,8,2,3.9,5.3
2026-01-19,13,E006,Arjun,1,12,5,1108.95,607.5,Mobile,5,1,3.9,6.7
2026-01-19,14,E005,Zara,1,4,1,191.67,300.0,Accessories,5,0,4.2,4.2
2026-01-19,14,E004,Liam,1,4,1,184.78,300.0,Internet,2,0,4.4,3.7
2026-01-19,14,E003,Mia,1,5,1,153.13,300.0,Accessories,5,0,4.3,3.3
2026-01-19,15,E001,Ava,1,2,0,0.0,300.0,Accessories,1,0,4.0,1.7
2026-01-19,15,E002,Noah,1,1,0,0.0,300.0,Internet,3,0,4.2,3.0
2026-01-19,15,E005,Zara,1,5,1,259.14,300.0,Mobile,3,0,4.6,1.1
2026-01-19,16,E001,Ava,1,1,0,0.0,303.75,Accessories,1,0,4.1,6.3
2026-01-19,16,E005,Zara,1,7,2,290.66,303.75,Accessories,2,0,4.2,3.4
2026-01-19,16,E002,Noah,1,6,2,366.68,303.75,Internet,4,1,4.3,5.1
2026-01-19,16,E004,Liam,1,5,1,219.03,303.75,Mobile,5,0,4.6,3.4
2026-01-19,17,E005,Zara,1,7,2,505.49,303.75,Mobile,2,1,4.3,3.5
2026-01-19,17,E004,Liam,1,8,2,304.02,303.75,Internet,2,0,4.2,5.8
2026-01-19,17,E001,Ava,1,5,2,514.06,303.75,Mobile,5,1,4.1,5.8
2026-01-19,17,E006,Arjun,1,4,1,254.8,303.75,Mobile,4,0,4.5,3.6
2026-01-20,9,E005,Zara,1,4,1,147.2,300.0,Internet,2,0,4.1,3.5
2026-01-20,9,E004,Liam,1,5,2,268.74,300.0,Accessories,6,0,4.1,4.8
2026-01-20,9,E002,Noah,1,3,1,257.06,300.0,Services,1,0,4.4,4.5
2026-01-20,10,E002,Noah,1,5,2,567.53,450.0,Internet,2,0,4.2,7.2
2026-01-20,10,E003,Mia,1,8,2,588.61,450.0,Internet,2,0,4.0,4.6
2026-01-20,11,E005,Zara,1,9,2,174.36,450.0,Accessories,2,0,4.6,2.2
2026-01-20,11,E006,Arjun,1,7,3,748.32,450.0,Mobile,7,1,4.5,2.0
2026-01-20,12,E003,Mia,1,6,3,453.21,303.75,Accessories,4,2,4.3,2.2
2026-01-20,12,E001,Ava,1,3,1,241.17,303.75,Accessories,4,0,4.2,4.5
2026-01-20,12,E005,Zara,1,4,1,257.59,303.75,Accessories,2,0,4.0,3.6
2026-01-20,12,E002,Noah,1,5,3,328.39,303.75,Mobile,5,2,4.6,4.0
2026-01-20,13,E003,Mia,1,6,2,511.94,303.75,Internet,6,1,4.1,4.6
2026-01-20,13,E002,Noah,1,3,1,231.22,303.75,Internet,5,0,4.2,3.2
2026-01-20,13,E005,Zara,1,2,0,0.0,303.75,Internet,4,0,3.7,4.6
2026-01-20,13,E004,Liam,1,6,2,302.02,303.75,Mobile,3,0,4.2,1.2
2026-01-20,14,E006,Arjun,1,13,5,486.22,450.0,Accessories,8,3,4.6,4.4
2026-01-20,14,E001,Ava,1,11,5,1092.93,450.0,Internet,9,2,3.9,5.3
2026-01-20,15,E006,Arjun,1,5,2,291.45,450.0,Services,6,0,4.1,4.6
2026-01-20,15,E001,Ava,1,6,2,423.21,450.0,Accessories,3,0,4.7,1.7
2026-01-20,16,E002,Noah,1,6,3,417.48,303.75,Internet,7,1,4.5,3.7
2026-01-20,16,E006,Arjun,1,4,1,130.12,303.75,Mobile,3,0,4.6,2.9
2026-01-20,16,E001,Ava,1,6,1,202.2,303.75,Mobile,1,0,4.5,4.4
2026-01-20,16,E004,Liam,1,5,1,198.08,303.75,Accessories,3,0,4.5,4.1
2026-01-20,17,E002,Noah,1,5,2,359.41,405.0,Internet,5,0,4.1,4.2
2026-01-20,17,E004,Liam,1,6,2,480.53,405.0,Internet,2,0,4.1,2.7
2026-01-20,17,E003,Mia,1,6,2,348.6,405.0,Services,3,1,4.2,5.8
2026-01-21,9,E003,Mia,1,5,1,261.01,225.0,Internet,4,0,4.4,3.6
2026-01-21,9,E001,Ava,1,5,2,472.35,225.0,Services,2,0,4.7,3.2
2026-01-21,9,E004,Liam,1,4,1,322.33,225.0,Services,1,0,4.4,2.1
2026-01-21,9,E006,Arjun,1,6,2,416.81,225.0,Services,5,0,4.2,2.8
2026-01-21,10,E002,Noah,1,6,2,572.42,450.0,Mobile,3,0,4.4,5.2
2026-01-21,10,E005,Zara,1,6,2,288.07,450.0,Internet,4,1,4.5,3.4
2026-01-21,11,E006,Arjun,1,7,2,259.9,450.0,Mobile,3,1,4.3,3.7
2026-01-21,11,E003,Mia,1,8,3,706.86,450.0,Mobile,5,2,3.7,5.8
2026-01-21,12,E003,Mia,1,6,2,492.95,303.75,Mobile,2,0,3.9,3.9
2026-01-21,12,E006,Arjun,1,3,1,357.38,303.75,Accessories,3,0,4.4,2.7
2026-01-21,12,E004,Liam,1,4,2,352.86,303.75,Internet,5,1,4.1,3.2
2026-01-21,12,E005,Zara,1,6,2,401.84,303.75,Internet,2,0,4.1,4.9
2026-01-21,13,E004,Liam,1,3,1,228.45,303.75,Accessories,3,0,4.3,5.8
2026-01-21,13,E006,Arjun,1,6,2,366.23,303.75,Mobile,4,0,3.9,3.8
2026-01-21,13,E001,Ava,1,5,1,272.49,303.75,Services,4,0,4.5,1.8
2026-01-21,13,E002,Noah,1,3,1,260.63,303.75,Mobile,5,0,4.5,2.0
2026-01-21,14,E006,Arjun,1,3,1,186.92,225.0,Accessories,3,0,4.5,5.3
2026-01-21,14,E003,Mia,1,6,2,498.5,225.0,Accessories,5,0,4.7,2.6
2026-01-21,14,E001,Ava,1,6,2,328.16,225.0,Accessories,2,0,4.4,6.1
2026-01-21,14,E004,Liam,1,1,0,0.0,225.0,Mobile,0,0,4.3,4.9
2026-01-21,15,E005,Zara,1,6,2,352.17,300.0,Mobile,6,0,3.9,5.4
2026-01-21,15,E001,Ava,1,8,4,373.54,300.0,Mobile,5,1,4.2,5.4
2026-01-21,15,E004,Liam,1,9,3,544.61,300.0,Accessories,3,1,4.4,2.7
2026-01-21,16,E005,Zara,1,10,3,671.45,607.5,Internet,7,1,4.0,6.2
2026-01-21,16,E003,Mia,1,11,4,930.66,607.5,Accessories,8,2,4.3,6.5
2026-01-21,17,E005,Zara,1,11,5,1214.07,405.0,Mobile,7,2,4.2,4.8
2026-01-21,17,E002,Noah,1,8,3,537.24,405.0,Services,7,2,3.9,4.9
2026-01-21,17,E006,Arjun,1,5,1,178.22,405.0,Services,2,0,4.0,3.8
2026-01-22,9,E004,Liam,1,3,1,130.67,225.0,Accessories,4,0,4.2,4.4
2026-01-22,9,E001,Ava,1,5,1,184.67,225.0,Accessories,3,0,4.6,2.1
2026-01-22,9,E006,Arjun,1,4,0,0.0,225.0,Mobile,2,0,4.2,3.3
2026-01-22,9,E002,Noah,1,2,0,0.0,225.0,Services,0,0,3.9,4.8
2026-01-22,10,E005,Zara,1,4,1,172.59,450.0,Accessories,5,0,4.5,5.4
2026-01-22,10,E002,Noah,1,8,2,397.7,450.0,Mobile,2,1,3.8,4.2
2026-01-22,11,E001,Ava,1,2,0,0.0,225.0,Accessories,0,0,4.1,1.9
2026-01-22,11,E004,Liam,1,1,0,0.0,225.0,Internet,4,0,4.2,4.9
2026-01-22,11,E002,Noah,1,3,1,158.81,225.0,Accessories,3,0,4.2,3.0
2026-01-22,11,E005,Zara,1,2,1,157.25,225.0,Mobile,4,0,5,1.3
2026-01-22,12,E005,Zara,1,7,3,636.64,303.75,Mobile,7,2,3.9,3.9
2026-01-22,12,E004,Liam,1,6,2,590.48,303.75,Services,5,1,4.0,3.6
2026-01-22,12,E002,Noah,1,2,0,0.0,303.75,Accessories,3,0,4.1,4.0
2026-01-22,12,E006,Arjun,1,5,2,417.38,303.75,Services,3,0,4.2,3.5
2026-01-22,13,E001,Ava,1,5,1,165.55,607.5,Internet,4,0,3.7,3.9
2026-01-22,13,E002,Noah,1,7,3,699.31,607.5,Internet,4,0,4.0,3.7
2026-01-22,14,E005,Zara,1,3,1,271.42,225.0,Internet,3,0,3.9,4.0
2026-01-22,14,E003,Mia,1,3,1,143.28,225.0,Mobile,3,0,4.4,5.9
2026-01-22,14,E004,Liam,1,3,1,167.83,225.0,Accessories,5,0,4.3,2.2
2026-01-22,14,E006,Arjun,1,3,1,208.23,225.0,Services,4,0,4.5,1.8
2026-01-22,15,E003,Mia,1,6,2,280.33,300.0,Services,4,1,4.2,3.3
2026-01-22,15,E002,Noah,1,1,0,0.0,300.0,Mobile,4,0,4.2,2.9
2026-01-22,15,E001,Ava,1,3,1,174.34,300.0,Mobile,2,0,4.5,3.6
2026-01-22,16,E002,Noah,1,2,0,0.0,303.75,Mobile,3,0,4.3,3.5
2026-01-22,16,E004,Liam,1,6,2,511.35,303.75,Internet,5,1,4.4,1.8
2026-01-22,16,E003,Mia,1,5,2,593.72,303.75,Mobile,4,0,4.7,3.6
2026-01-22,16,E001,Ava,1,4,1,181.11,303.75,Accessories,5,0,4.0,5.7
2026-01-22,17,E005,Zara,1,13,5,656.95,607.5,Accessories,9,3,4.7,5.6
2026-01-22,17,E004,Liam,1,10,5,970.51,607.5,Services,7,2,4.3,4.9
2026-01-23,9,E006,Arjun,1,6,2,287.84,450.0,Mobile,3,0,4.2,4.4
2026-01-23,9,E005,Zara,1,6,2,514.96,450.0,Mobile,3,1,4.2,5.0
2026-01-23,10,E005,Zara,1,11,4,811.04,450.0,Internet,8,1,3.9,4.3
2026-01-23,10,E002,Noah,1,6,3,475.28,450.0,Services,5,1,4.1,4.6
2026-01-23,11,E006,Arjun,1,6,2,456.7,300.0,Accessories,2,0,4.3,4.1
2026-01-23,11,E003,Mia,1,6,2,493.01,300.0,Services,5,0,4.1,4.2
